location	index	char_normalized_location	char_normalized	char_valid?_location	char_normalization_score_location	word_normalized_location	word_normalized	word_valid?_location	word_normalization_score_location	phrase_normalized_location	phrase_normalized	phrase_valid?_location	phrase_normalization_score_location	overall_normalization_score_location	normalized_location	normalized	curator_review
nsp12 4971	238786	nsp12 4971	N	pass	0	nsp12 4971	N	pass	0	['4971']	Y	fail	10	10	4971	N	
nsp12 4976	238787	nsp12 4976	N	pass	0	nsp12 4976	N	pass	0	['4976']	Y	fail	10	10	4976	N	
nsp12 4981	238788	nsp12 4981	N	pass	0	nsp12 4981	N	pass	0	['4981']	Y	fail	10	10	4981	N	
nsp12 4986	238789	nsp12 4986	N	pass	0	nsp12 4986	N	pass	0	['4986']	Y	fail	10	10	4986	N	
nsp12 4991	238790	nsp12 4991	N	pass	0	nsp12 4991	N	pass	0	['4991']	Y	fail	10	10	4991	N	
nsp12 4996	238791	nsp12 4996	N	pass	0	nsp12 4996	N	pass	0	['4996']	Y	fail	10	10	4996	N	
nsp12 5001	238792	nsp12 5001	N	pass	0	nsp12 5001	N	pass	0	['5001']	Y	fail	10	10	5001	N	
nsp12 5006	238793	nsp12 5006	N	pass	0	nsp12 5006	N	pass	0	['5006']	Y	fail	10	10	5006	N	
nsp12 5011	238794	nsp12 5011	N	pass	0	nsp12 5011	N	pass	0	['5011']	Y	fail	10	10	5011	N	
nsp12 5016	238795	nsp12 5016	N	pass	0	nsp12 5016	N	pass	0	['5016']	Y	fail	10	10	5016	N	
nsp12 5021	238796	nsp12 5021	N	pass	0	nsp12 5021	N	pass	0	['5021']	Y	fail	10	10	5021	N	
nsp12 5026	238797	nsp12 5026	N	pass	0	nsp12 5026	N	pass	0	['5026']	Y	fail	10	10	5026	N	
nsp12 5031	238798	nsp12 5031	N	pass	0	nsp12 5031	N	pass	0	['5031']	Y	fail	10	10	5031	N	
nsp12 5036	238799	nsp12 5036	N	pass	0	nsp12 5036	N	pass	0	['5036']	Y	fail	10	10	5036	N	
nsp12 5041	238800	nsp12 5041	N	pass	0	nsp12 5041	N	pass	0	['5041']	Y	fail	10	10	5041	N	
nsp12 5046	238801	nsp12 5046	N	pass	0	nsp12 5046	N	pass	0	['5046']	Y	fail	10	10	5046	N	
nsp12 5051	238802	nsp12 5051	N	pass	0	nsp12 5051	N	pass	0	['5051']	Y	fail	10	10	5051	N	
nsp12 5056	238803	nsp12 5056	N	pass	0	nsp12 5056	N	pass	0	['5056']	Y	fail	10	10	5056	N	
nsp12 5061	238804	nsp12 5061	N	pass	0	nsp12 5061	N	pass	0	['5061']	Y	fail	10	10	5061	N	
nsp12 5066	238805	nsp12 5066	N	pass	0	nsp12 5066	N	pass	0	['5066']	Y	fail	10	10	5066	N	
nsp12 5071	238806	nsp12 5071	N	pass	0	nsp12 5071	N	pass	0	['5071']	Y	fail	10	10	5071	N	
nsp12 5076	238807	nsp12 5076	N	pass	0	nsp12 5076	N	pass	0	['5076']	Y	fail	10	10	5076	N	
nsp12 5081	238808	nsp12 5081	N	pass	0	nsp12 5081	N	pass	0	['5081']	Y	fail	10	10	5081	N	
nsp12 5086	238809	nsp12 5086	N	pass	0	nsp12 5086	N	pass	0	['5086']	Y	fail	10	10	5086	N	
nsp12 5091	238810	nsp12 5091	N	pass	0	nsp12 5091	N	pass	0	['5091']	Y	fail	10	10	5091	N	
nsp12 5096	238811	nsp12 5096	N	pass	0	nsp12 5096	N	pass	0	['5096']	Y	fail	10	10	5096	N	
nsp12 5101	238812	nsp12 5101	N	pass	0	nsp12 5101	N	pass	0	['5101']	Y	fail	10	10	5101	N	
nsp12 5106	238813	nsp12 5106	N	pass	0	nsp12 5106	N	pass	0	['5106']	Y	fail	10	10	5106	N	
nsp12 5111	238814	nsp12 5111	N	pass	0	nsp12 5111	N	pass	0	['5111']	Y	fail	10	10	5111	N	
nsp12 5116	238815	nsp12 5116	N	pass	0	nsp12 5116	N	pass	0	['5116']	Y	fail	10	10	5116	N	
nsp12 5121	238816	nsp12 5121	N	pass	0	nsp12 5121	N	pass	0	['5121']	Y	fail	10	10	5121	N	
nsp12 5126	238817	nsp12 5126	N	pass	0	nsp12 5126	N	pass	0	['5126']	Y	fail	10	10	5126	N	
nsp12 5131	238818	nsp12 5131	N	pass	0	nsp12 5131	N	pass	0	['5131']	Y	fail	10	10	5131	N	
nsp12 5136	238819	nsp12 5136	N	pass	0	nsp12 5136	N	pass	0	['5136']	Y	fail	10	10	5136	N	
nsp12 5141	238820	nsp12 5141	N	pass	0	nsp12 5141	N	pass	0	['5141']	Y	fail	10	10	5141	N	
nsp12 5146	238821	nsp12 5146	N	pass	0	nsp12 5146	N	pass	0	['5146']	Y	fail	10	10	5146	N	
nsp12 5151	238822	nsp12 5151	N	pass	0	nsp12 5151	N	pass	0	['5151']	Y	fail	10	10	5151	N	
nsp12 5156	238823	nsp12 5156	N	pass	0	nsp12 5156	N	pass	0	['5156']	Y	fail	10	10	5156	N	
nsp12 5161	238824	nsp12 5161	N	pass	0	nsp12 5161	N	pass	0	['5161']	Y	fail	10	10	5161	N	
nsp12 5166	238825	nsp12 5166	N	pass	0	nsp12 5166	N	pass	0	['5166']	Y	fail	10	10	5166	N	
nsp12 5171	238826	nsp12 5171	N	pass	0	nsp12 5171	N	pass	0	['5171']	Y	fail	10	10	5171	N	
nsp12 5176	238827	nsp12 5176	N	pass	0	nsp12 5176	N	pass	0	['5176']	Y	fail	10	10	5176	N	
nsp12 5181	238828	nsp12 5181	N	pass	0	nsp12 5181	N	pass	0	['5181']	Y	fail	10	10	5181	N	
nsp12 5186	238829	nsp12 5186	N	pass	0	nsp12 5186	N	pass	0	['5186']	Y	fail	10	10	5186	N	
nsp12 5191	238830	nsp12 5191	N	pass	0	nsp12 5191	N	pass	0	['5191']	Y	fail	10	10	5191	N	
nsp12 5196	238831	nsp12 5196	N	pass	0	nsp12 5196	N	pass	0	['5196']	Y	fail	10	10	5196	N	
nsp12 5201	238832	nsp12 5201	N	pass	0	nsp12 5201	N	pass	0	['5201']	Y	fail	10	10	5201	N	
nsp12 5206	238833	nsp12 5206	N	pass	0	nsp12 5206	N	pass	0	['5206']	Y	fail	10	10	5206	N	
nsp12 5211	238834	nsp12 5211	N	pass	0	nsp12 5211	N	pass	0	['5211']	Y	fail	10	10	5211	N	
nsp12 5216	238835	nsp12 5216	N	pass	0	nsp12 5216	N	pass	0	['5216']	Y	fail	10	10	5216	N	
nsp12 5221	238836	nsp12 5221	N	pass	0	nsp12 5221	N	pass	0	['5221']	Y	fail	10	10	5221	N	
nsp12 5226	238837	nsp12 5226	N	pass	0	nsp12 5226	N	pass	0	['5226']	Y	fail	10	10	5226	N	
nsp12 5231	238838	nsp12 5231	N	pass	0	nsp12 5231	N	pass	0	['5231']	Y	fail	10	10	5231	N	
nsp12 5236	238839	nsp12 5236	N	pass	0	nsp12 5236	N	pass	0	['5236']	Y	fail	10	10	5236	N	
nsp12 5241	238840	nsp12 5241	N	pass	0	nsp12 5241	N	pass	0	['5241']	Y	fail	10	10	5241	N	
nsp12 5246	238841	nsp12 5246	N	pass	0	nsp12 5246	N	pass	0	['5246']	Y	fail	10	10	5246	N	
nsp12 5251	238842	nsp12 5251	N	pass	0	nsp12 5251	N	pass	0	['5251']	Y	fail	10	10	5251	N	
nsp12 5256	238843	nsp12 5256	N	pass	0	nsp12 5256	N	pass	0	['5256']	Y	fail	10	10	5256	N	
nsp12 5261	238844	nsp12 5261	N	pass	0	nsp12 5261	N	pass	0	['5261']	Y	fail	10	10	5261	N	
nsp12 5266	238845	nsp12 5266	N	pass	0	nsp12 5266	N	pass	0	['5266']	Y	fail	10	10	5266	N	
nsp12 5271	238846	nsp12 5271	N	pass	0	nsp12 5271	N	pass	0	['5271']	Y	fail	10	10	5271	N	
nsp12 5276	238847	nsp12 5276	N	pass	0	nsp12 5276	N	pass	0	['5276']	Y	fail	10	10	5276	N	
nsp12 5281	238848	nsp12 5281	N	pass	0	nsp12 5281	N	pass	0	['5281']	Y	fail	10	10	5281	N	
nsp12 5286	238849	nsp12 5286	N	pass	0	nsp12 5286	N	pass	0	['5286']	Y	fail	10	10	5286	N	
nsp12 5291	238850	nsp12 5291	N	pass	0	nsp12 5291	N	pass	0	['5291']	Y	fail	10	10	5291	N	
nsp12 5296	238851	nsp12 5296	N	pass	0	nsp12 5296	N	pass	0	['5296']	Y	fail	10	10	5296	N	
nsp2 126	238852	nsp2 126	N	pass	0	nsp2 126	N	pass	0	['126']	Y	fail	8	8	126	N	
nsp2 251	238853	nsp2 251	N	pass	0	nsp2 251	N	pass	0	['251']	Y	fail	8	8	251	N	
nsp2 256	238854	nsp2 256	N	pass	0	nsp2 256	N	pass	0	['256']	Y	fail	8	8	256	N	
nsp2 261	238855	nsp2 261	N	pass	0	nsp2 261	N	pass	0	['261']	Y	fail	8	8	261	N	
nsp2 266	238856	nsp2 266	N	pass	0	nsp2 266	N	pass	0	['266']	Y	fail	8	8	266	N	
nsp2 271	238857	nsp2 271	N	pass	0	nsp2 271	N	pass	0	['271']	Y	fail	8	8	271	N	
nsp2 276	238858	nsp2 276	N	pass	0	nsp2 276	N	pass	0	['276']	Y	fail	8	8	276	N	
nsp2 281	238859	nsp2 281	N	pass	0	nsp2 281	N	pass	0	['281']	Y	fail	8	8	281	N	
nsp2 286	238860	nsp2 286	N	pass	0	nsp2 286	N	pass	0	['286']	Y	fail	8	8	286	N	
nsp2 291	238861	nsp2 291	N	pass	0	nsp2 291	N	pass	0	['291']	Y	fail	8	8	291	N	
nsp2 296	238862	nsp2 296	N	pass	0	nsp2 296	N	pass	0	['296']	Y	fail	8	8	296	N	
nsp2 301	238863	nsp2 301	N	pass	0	nsp2 301	N	pass	0	['301']	Y	fail	8	8	301	N	
nsp2 306	238864	nsp2 306	N	pass	0	nsp2 306	N	pass	0	['306']	Y	fail	8	8	306	N	
nsp2 311	238865	nsp2 311	N	pass	0	nsp2 311	N	pass	0	['311']	Y	fail	8	8	311	N	
nsp2 316	238866	nsp2 316	N	pass	0	nsp2 316	N	pass	0	['316']	Y	fail	8	8	316	N	
nsp2 321	238867	nsp2 321	N	pass	0	nsp2 321	N	pass	0	['321']	Y	fail	8	8	321	N	
nsp2 326	238868	nsp2 326	N	pass	0	nsp2 326	N	pass	0	['326']	Y	fail	8	8	326	N	
nsp2 331	238869	nsp2 331	N	pass	0	nsp2 331	N	pass	0	['331']	Y	fail	8	8	331	N	
nsp2 336	238870	nsp2 336	N	pass	0	nsp2 336	N	pass	0	['336']	Y	fail	8	8	336	N	
nsp2 341	238871	nsp2 341	N	pass	0	nsp2 341	N	pass	0	['341']	Y	fail	8	8	341	N	
nsp2 346	238872	nsp2 346	N	pass	0	nsp2 346	N	pass	0	['346']	Y	fail	8	8	346	N	
nsp2 351	238873	nsp2 351	N	pass	0	nsp2 351	N	pass	0	['351']	Y	fail	8	8	351	N	
nsp2 356	238874	nsp2 356	N	pass	0	nsp2 356	N	pass	0	['356']	Y	fail	8	8	356	N	
nsp2 361	238875	nsp2 361	N	pass	0	nsp2 361	N	pass	0	['361']	Y	fail	8	8	361	N	
nsp2 366	238876	nsp2 366	N	pass	0	nsp2 366	N	pass	0	['366']	Y	fail	8	8	366	N	
nsp2 371	238877	nsp2 371	N	pass	0	nsp2 371	N	pass	0	['371']	Y	fail	8	8	371	N	
nsp2 376	238878	nsp2 376	N	pass	0	nsp2 376	N	pass	0	['376']	Y	fail	8	8	376	N	
nsp2 381	238879	nsp2 381	N	pass	0	nsp2 381	N	pass	0	['381']	Y	fail	8	8	381	N	
nsp2 386	238880	nsp2 386	N	pass	0	nsp2 386	N	pass	0	['386']	Y	fail	8	8	386	N	
nsp2 391	238881	nsp2 391	N	pass	0	nsp2 391	N	pass	0	['391']	Y	fail	8	8	391	N	
nsp2 396	238882	nsp2 396	N	pass	0	nsp2 396	N	pass	0	['396']	Y	fail	8	8	396	N	
nsp2 401	238883	nsp2 401	N	pass	0	nsp2 401	N	pass	0	['401']	Y	fail	8	8	401	N	
nsp2 406	238884	nsp2 406	N	pass	0	nsp2 406	N	pass	0	['406']	Y	fail	8	8	406	N	
nsp2 411	238885	nsp2 411	N	pass	0	nsp2 411	N	pass	0	['411']	Y	fail	8	8	411	N	
nsp2 416	238886	nsp2 416	N	pass	0	nsp2 416	N	pass	0	['416']	Y	fail	8	8	416	N	
nsp2 421	238887	nsp2 421	N	pass	0	nsp2 421	N	pass	0	['421']	Y	fail	8	8	421	N	
nsp2 426	238888	nsp2 426	N	pass	0	nsp2 426	N	pass	0	['426']	Y	fail	8	8	426	N	
nsp2 431	238889	nsp2 431	N	pass	0	nsp2 431	N	pass	0	['431']	Y	fail	8	8	431	N	
nsp2 436	238890	nsp2 436	N	pass	0	nsp2 436	N	pass	0	['436']	Y	fail	8	8	436	N	
nsp2 441	238891	nsp2 441	N	pass	0	nsp2 441	N	pass	0	['441']	Y	fail	8	8	441	N	
nsp2 446	238892	nsp2 446	N	pass	0	nsp2 446	N	pass	0	['446']	Y	fail	8	8	446	N	
nsp2 451	238893	nsp2 451	N	pass	0	nsp2 451	N	pass	0	['451']	Y	fail	8	8	451	N	
nsp2 456	238894	nsp2 456	N	pass	0	nsp2 456	N	pass	0	['456']	Y	fail	8	8	456	N	
nsp2 461	238895	nsp2 461	N	pass	0	nsp2 461	N	pass	0	['461']	Y	fail	8	8	461	N	
nsp2 466	238896	nsp2 466	N	pass	0	nsp2 466	N	pass	0	['466']	Y	fail	8	8	466	N	
nsp2 471	238897	nsp2 471	N	pass	0	nsp2 471	N	pass	0	['471']	Y	fail	8	8	471	N	
nsp2 476	238898	nsp2 476	N	pass	0	nsp2 476	N	pass	0	['476']	Y	fail	8	8	476	N	
nsp2 481	238899	nsp2 481	N	pass	0	nsp2 481	N	pass	0	['481']	Y	fail	8	8	481	N	
nsp2 486	238900	nsp2 486	N	pass	0	nsp2 486	N	pass	0	['486']	Y	fail	8	8	486	N	
nsp2 491	238901	nsp2 491	N	pass	0	nsp2 491	N	pass	0	['491']	Y	fail	8	8	491	N	
nsp2 496	238902	nsp2 496	N	pass	0	nsp2 496	N	pass	0	['496']	Y	fail	8	8	496	N	
nsp2 501	238903	nsp2 501	N	pass	0	nsp2 501	N	pass	0	['501']	Y	fail	8	8	501	N	
nsp2 506	238904	nsp2 506	N	pass	0	nsp2 506	N	pass	0	['506']	Y	fail	8	8	506	N	
nsp2 511	238905	nsp2 511	N	pass	0	nsp2 511	N	pass	0	['511']	Y	fail	8	8	511	N	
nsp2 516	238906	nsp2 516	N	pass	0	nsp2 516	N	pass	0	['516']	Y	fail	8	8	516	N	
nsp2 521	238907	nsp2 521	N	pass	0	nsp2 521	N	pass	0	['521']	Y	fail	8	8	521	N	
nsp2 526	238908	nsp2 526	N	pass	0	nsp2 526	N	pass	0	['526']	Y	fail	8	8	526	N	
nsp2 531	238909	nsp2 531	N	pass	0	nsp2 531	N	pass	0	['531']	Y	fail	8	8	531	N	
nsp2 536	238910	nsp2 536	N	pass	0	nsp2 536	N	pass	0	['536']	Y	fail	8	8	536	N	
nsp2 541	238911	nsp2 541	N	pass	0	nsp2 541	N	pass	0	['541']	Y	fail	8	8	541	N	
nsp2 546	238912	nsp2 546	N	pass	0	nsp2 546	N	pass	0	['546']	Y	fail	8	8	546	N	
nsp2 551	238913	nsp2 551	N	pass	0	nsp2 551	N	pass	0	['551']	Y	fail	8	8	551	N	
nsp2 556	238914	nsp2 556	N	pass	0	nsp2 556	N	pass	0	['556']	Y	fail	8	8	556	N	
nsp2 561	238915	nsp2 561	N	pass	0	nsp2 561	N	pass	0	['561']	Y	fail	8	8	561	N	
nsp2 566	238916	nsp2 566	N	pass	0	nsp2 566	N	pass	0	['566']	Y	fail	8	8	566	N	
nsp2 571	238917	nsp2 571	N	pass	0	nsp2 571	N	pass	0	['571']	Y	fail	8	8	571	N	
nsp2 576	238918	nsp2 576	N	pass	0	nsp2 576	N	pass	0	['576']	Y	fail	8	8	576	N	
nsp2 581	238919	nsp2 581	N	pass	0	nsp2 581	N	pass	0	['581']	Y	fail	8	8	581	N	
nsp2 586	238920	nsp2 586	N	pass	0	nsp2 586	N	pass	0	['586']	Y	fail	8	8	586	N	
nsp2 591	238921	nsp2 591	N	pass	0	nsp2 591	N	pass	0	['591']	Y	fail	8	8	591	N	
nsp2 596	238922	nsp2 596	N	pass	0	nsp2 596	N	pass	0	['596']	Y	fail	8	8	596	N	
nsp2 601	238923	nsp2 601	N	pass	0	nsp2 601	N	pass	0	['601']	Y	fail	8	8	601	N	
nsp2 606	238924	nsp2 606	N	pass	0	nsp2 606	N	pass	0	['606']	Y	fail	8	8	606	N	
nsp2 611	238925	nsp2 611	N	pass	0	nsp2 611	N	pass	0	['611']	Y	fail	8	8	611	N	
nsp2 616	238926	nsp2 616	N	pass	0	nsp2 616	N	pass	0	['616']	Y	fail	8	8	616	N	
nsp2 621	238927	nsp2 621	N	pass	0	nsp2 621	N	pass	0	['621']	Y	fail	8	8	621	N	
nsp2 626	238928	nsp2 626	N	pass	0	nsp2 626	N	pass	0	['626']	Y	fail	8	8	626	N	
nsp2 631	238929	nsp2 631	N	pass	0	nsp2 631	N	pass	0	['631']	Y	fail	8	8	631	N	
nsp2 636	238930	nsp2 636	N	pass	0	nsp2 636	N	pass	0	['636']	Y	fail	8	8	636	N	
nsp2 641	238931	nsp2 641	N	pass	0	nsp2 641	N	pass	0	['641']	Y	fail	8	8	641	N	
nsp2 646	238932	nsp2 646	N	pass	0	nsp2 646	N	pass	0	['646']	Y	fail	8	8	646	N	
nsp2 651	238933	nsp2 651	N	pass	0	nsp2 651	N	pass	0	['651']	Y	fail	8	8	651	N	
nsp2 656	238934	nsp2 656	N	pass	0	nsp2 656	N	pass	0	['656']	Y	fail	8	8	656	N	
nsp2 661	238935	nsp2 661	N	pass	0	nsp2 661	N	pass	0	['661']	Y	fail	8	8	661	N	
nsp2 666	238936	nsp2 666	N	pass	0	nsp2 666	N	pass	0	['666']	Y	fail	8	8	666	N	
nsp2 671	238937	nsp2 671	N	pass	0	nsp2 671	N	pass	0	['671']	Y	fail	8	8	671	N	
nsp2 676	238938	nsp2 676	N	pass	0	nsp2 676	N	pass	0	['676']	Y	fail	8	8	676	N	
nsp2 681	238939	nsp2 681	N	pass	0	nsp2 681	N	pass	0	['681']	Y	fail	8	8	681	N	
nsp2 686	238940	nsp2 686	N	pass	0	nsp2 686	N	pass	0	['686']	Y	fail	8	8	686	N	
nsp2 691	238941	nsp2 691	N	pass	0	nsp2 691	N	pass	0	['691']	Y	fail	8	8	691	N	
nsp2 696	238942	nsp2 696	N	pass	0	nsp2 696	N	pass	0	['696']	Y	fail	8	8	696	N	
nsp2 701	238943	nsp2 701	N	pass	0	nsp2 701	N	pass	0	['701']	Y	fail	8	8	701	N	
nsp2 706	238944	nsp2 706	N	pass	0	nsp2 706	N	pass	0	['706']	Y	fail	8	8	706	N	
nsp2 711	238945	nsp2 711	N	pass	0	nsp2 711	N	pass	0	['711']	Y	fail	8	8	711	N	
nsp2 716	238946	nsp2 716	N	pass	0	nsp2 716	N	pass	0	['716']	Y	fail	8	8	716	N	
nsp2 721	238947	nsp2 721	N	pass	0	nsp2 721	N	pass	0	['721']	Y	fail	8	8	721	N	
nsp2 726	238948	nsp2 726	N	pass	0	nsp2 726	N	pass	0	['726']	Y	fail	8	8	726	N	
nsp2 731	238949	nsp2 731	N	pass	0	nsp2 731	N	pass	0	['731']	Y	fail	8	8	731	N	
nsp2 736	238950	nsp2 736	N	pass	0	nsp2 736	N	pass	0	['736']	Y	fail	8	8	736	N	
nsp2 741	238951	nsp2 741	N	pass	0	nsp2 741	N	pass	0	['741']	Y	fail	8	8	741	N	
nsp2 746	238952	nsp2 746	N	pass	0	nsp2 746	N	pass	0	['746']	Y	fail	8	8	746	N	
nsp2 751	238953	nsp2 751	N	pass	0	nsp2 751	N	pass	0	['751']	Y	fail	8	8	751	N	
nsp2 756	238954	nsp2 756	N	pass	0	nsp2 756	N	pass	0	['756']	Y	fail	8	8	756	N	
nsp2 761	238955	nsp2 761	N	pass	0	nsp2 761	N	pass	0	['761']	Y	fail	8	8	761	N	
nsp2 766	238956	nsp2 766	N	pass	0	nsp2 766	N	pass	0	['766']	Y	fail	8	8	766	N	
nsp2 771	238957	nsp2 771	N	pass	0	nsp2 771	N	pass	0	['771']	Y	fail	8	8	771	N	
nsp2 776	238958	nsp2 776	N	pass	0	nsp2 776	N	pass	0	['776']	Y	fail	8	8	776	N	
nsp2 781	238959	nsp2 781	N	pass	0	nsp2 781	N	pass	0	['781']	Y	fail	8	8	781	N	
nsp2 786	238960	nsp2 786	N	pass	0	nsp2 786	N	pass	0	['786']	Y	fail	8	8	786	N	
nsp2 791	238961	nsp2 791	N	pass	0	nsp2 791	N	pass	0	['791']	Y	fail	8	8	791	N	
nsp2 796	238962	nsp2 796	N	pass	0	nsp2 796	N	pass	0	['796']	Y	fail	8	8	796	N	
nsp2 801	238963	nsp2 801	N	pass	0	nsp2 801	N	pass	0	['801']	Y	fail	8	8	801	N	
nsp2 806	238964	nsp2 806	N	pass	0	nsp2 806	N	pass	0	['806']	Y	fail	8	8	806	N	
nsp2 811	238965	nsp2 811	N	pass	0	nsp2 811	N	pass	0	['811']	Y	fail	8	8	811	N	
nsp2 816	238966	nsp2 816	N	pass	0	nsp2 816	N	pass	0	['816']	Y	fail	8	8	816	N	
nsp2 821	238967	nsp2 821	N	pass	0	nsp2 821	N	pass	0	['821']	Y	fail	8	8	821	N	
nsp2 826	238968	nsp2 826	N	pass	0	nsp2 826	N	pass	0	['826']	Y	fail	8	8	826	N	
nsp2 831	238969	nsp2 831	N	pass	0	nsp2 831	N	pass	0	['831']	Y	fail	8	8	831	N	
nsp2 836	238970	nsp2 836	N	pass	0	nsp2 836	N	pass	0	['836']	Y	fail	8	8	836	N	
nsp2 841	238971	nsp2 841	N	pass	0	nsp2 841	N	pass	0	['841']	Y	fail	8	8	841	N	
nsp2 846	238972	nsp2 846	N	pass	0	nsp2 846	N	pass	0	['846']	Y	fail	8	8	846	N	
nsp2 851	238973	nsp2 851	N	pass	0	nsp2 851	N	pass	0	['851']	Y	fail	8	8	851	N	
nsp3_1 1001	238974	nsp3_1 1001	N	pass	0	nsp3_1 1001	N	pass	0	['1001']	Y	fail	11	11	1001	N	
nsp3_1 1006	238975	nsp3_1 1006	N	pass	0	nsp3_1 1006	N	pass	0	['1006']	Y	fail	11	11	1006	N	
nsp3_1 1011	238976	nsp3_1 1011	N	pass	0	nsp3_1 1011	N	pass	0	['1011']	Y	fail	11	11	1011	N	
nsp3_1 1016	238977	nsp3_1 1016	N	pass	0	nsp3_1 1016	N	pass	0	['1016']	Y	fail	11	11	1016	N	
nsp3_1 1021	238978	nsp3_1 1021	N	pass	0	nsp3_1 1021	N	pass	0	['1021']	Y	fail	11	11	1021	N	
nsp3_1 1026	238979	nsp3_1 1026	N	pass	0	nsp3_1 1026	N	pass	0	['1026']	Y	fail	11	11	1026	N	
nsp3_1 1031	238980	nsp3_1 1031	N	pass	0	nsp3_1 1031	N	pass	0	['1031']	Y	fail	11	11	1031	N	
nsp3_1 1036	238981	nsp3_1 1036	N	pass	0	nsp3_1 1036	N	pass	0	['1036']	Y	fail	11	11	1036	N	
nsp3_1 1041	238982	nsp3_1 1041	N	pass	0	nsp3_1 1041	N	pass	0	['1041']	Y	fail	11	11	1041	N	
nsp3_1 1046	238983	nsp3_1 1046	N	pass	0	nsp3_1 1046	N	pass	0	['1046']	Y	fail	11	11	1046	N	
nsp3_1 1051	238984	nsp3_1 1051	N	pass	0	nsp3_1 1051	N	pass	0	['1051']	Y	fail	11	11	1051	N	
nsp3_1 1056	238985	nsp3_1 1056	N	pass	0	nsp3_1 1056	N	pass	0	['1056']	Y	fail	11	11	1056	N	
nsp3_1 1061	238986	nsp3_1 1061	N	pass	0	nsp3_1 1061	N	pass	0	['1061']	Y	fail	11	11	1061	N	
nsp3_1 1066	238987	nsp3_1 1066	N	pass	0	nsp3_1 1066	N	pass	0	['1066']	Y	fail	11	11	1066	N	
nsp3_1 1071	238988	nsp3_1 1071	N	pass	0	nsp3_1 1071	N	pass	0	['1071']	Y	fail	11	11	1071	N	
nsp3_1 1076	238989	nsp3_1 1076	N	pass	0	nsp3_1 1076	N	pass	0	['1076']	Y	fail	11	11	1076	N	
nsp3_1 1081	238990	nsp3_1 1081	N	pass	0	nsp3_1 1081	N	pass	0	['1081']	Y	fail	11	11	1081	N	
nsp3_1 1086	238991	nsp3_1 1086	N	pass	0	nsp3_1 1086	N	pass	0	['1086']	Y	fail	11	11	1086	N	
nsp3_1 1091	238992	nsp3_1 1091	N	pass	0	nsp3_1 1091	N	pass	0	['1091']	Y	fail	11	11	1091	N	
nsp3_1 1096	238993	nsp3_1 1096	N	pass	0	nsp3_1 1096	N	pass	0	['1096']	Y	fail	11	11	1096	N	
nsp3_1 1101	238994	nsp3_1 1101	N	pass	0	nsp3_1 1101	N	pass	0	['1101']	Y	fail	11	11	1101	N	
nsp3_1 1106	238995	nsp3_1 1106	N	pass	0	nsp3_1 1106	N	pass	0	['1106']	Y	fail	11	11	1106	N	
nsp3_1 1111	238996	nsp3_1 1111	N	pass	0	nsp3_1 1111	N	pass	0	['1111']	Y	fail	11	11	1111	N	
nsp3_1 1116	238997	nsp3_1 1116	N	pass	0	nsp3_1 1116	N	pass	0	['1116']	Y	fail	11	11	1116	N	
nsp3_1 1121	238998	nsp3_1 1121	N	pass	0	nsp3_1 1121	N	pass	0	['1121']	Y	fail	11	11	1121	N	
nsp3_1 1126	238999	nsp3_1 1126	N	pass	0	nsp3_1 1126	N	pass	0	['1126']	Y	fail	11	11	1126	N	
nsp3_1 1131	239000	nsp3_1 1131	N	pass	0	nsp3_1 1131	N	pass	0	['1131']	Y	fail	11	11	1131	N	
nsp3_1 1136	239001	nsp3_1 1136	N	pass	0	nsp3_1 1136	N	pass	0	['1136']	Y	fail	11	11	1136	N	
nsp3_1 1141	239002	nsp3_1 1141	N	pass	0	nsp3_1 1141	N	pass	0	['1141']	Y	fail	11	11	1141	N	
nsp3_1 1146	239003	nsp3_1 1146	N	pass	0	nsp3_1 1146	N	pass	0	['1146']	Y	fail	11	11	1146	N	
nsp3_1 1151	239004	nsp3_1 1151	N	pass	0	nsp3_1 1151	N	pass	0	['1151']	Y	fail	11	11	1151	N	
nsp3_1 1156	239005	nsp3_1 1156	N	pass	0	nsp3_1 1156	N	pass	0	['1156']	Y	fail	11	11	1156	N	
nsp3_1 1161	239006	nsp3_1 1161	N	pass	0	nsp3_1 1161	N	pass	0	['1161']	Y	fail	11	11	1161	N	
nsp3_1 1166	239007	nsp3_1 1166	N	pass	0	nsp3_1 1166	N	pass	0	['1166']	Y	fail	11	11	1166	N	
nsp3_1 1171	239008	nsp3_1 1171	N	pass	0	nsp3_1 1171	N	pass	0	['1171']	Y	fail	11	11	1171	N	
nsp3_1 1176	239009	nsp3_1 1176	N	pass	0	nsp3_1 1176	N	pass	0	['1176']	Y	fail	11	11	1176	N	
nsp3_1 1181	239010	nsp3_1 1181	N	pass	0	nsp3_1 1181	N	pass	0	['1181']	Y	fail	11	11	1181	N	
nsp3_1 1186	239011	nsp3_1 1186	N	pass	0	nsp3_1 1186	N	pass	0	['1186']	Y	fail	11	11	1186	N	
nsp3_1 1191	239012	nsp3_1 1191	N	pass	0	nsp3_1 1191	N	pass	0	['1191']	Y	fail	11	11	1191	N	
nsp3_1 1196	239013	nsp3_1 1196	N	pass	0	nsp3_1 1196	N	pass	0	['1196']	Y	fail	11	11	1196	N	
nsp3_1 1201	239014	nsp3_1 1201	N	pass	0	nsp3_1 1201	N	pass	0	['1201']	Y	fail	11	11	1201	N	
