index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
3415	4dgv	Y	'figures 2, 3, s2, s6, tables s1, s2, s3 and pdb 4dgv', 'figure 2, 3, s2, s6, table s1, s2, s3 and pdb 4dgv'	1				
3416	4dgy	Y	'figures 2, 3, s2, s6, tables s1, s2, s3 and pdb 4dgy'	1				
3417	6cw2	Y	'figures 2, 3, s2, supplementary table 1 and pdb 6cw2', 'figure 2, 3, s2, supplementary table 1 and pdb 6cw2'	2				
3418	6lah	Y	'figures 2, 3, s2, table 1 and pdb 6lah', 'figure 2, 3, s2, table 1 and pdb 6lah'	1				
3419	6lam	Y	'figures 2, 3, s2, table 1 and pdb 6lam', 'figure 2, 3, s2, table 1 and pdb 6lam'	1				
3420	5ugy	Y	'figures 2, 3, s2, table s1 and pdb 5ugy', 'pdb 5ugy (supercedes 3sm5)', 'figure 2, 3, s2, table s1 and pdb 5ugy'	2				
3421	5u3l	Y	'figures 2, 3, s2, table s16 and pdb 5u3l', 'figure 2, 3, s2, table s16 and pdb 5u3l'	1				
3422	6wiz	Y	'figures 2, 3, s2, table s2 and pdb 6wiz', 'figure 2, 3, s2, table s2 and pdb 6wiz'	2				
3423	6wj1	Y	'figures 2, 3, s2, table s2 and pdb 6wj1'	2				
3424	5u3k	Y	'figures 2, 3, s2, tables s16, s17, s18, s19 and pdb 5u3k', 'figure 2, 3, s2, tables s16, s17, s18, s19 and pdb 5u3k'	1				
3425	6cwg	Y	'figures 2, 3, s2,table i, ii, supplementary table s1 and pdb 6cwg', 'f1gures 2, 3, s2,table 1, 11, supplementary table s1 and pdb 6cwg', 'figure 2, 3, s2,table i, ii, supplementary table s1 and pdb 6cwg'	2				
3426	7s6l	Y	'figures 2, 3, s3, and s4, tables s1, s3, and s4, and pdb 7s6l', 'pdb 7s6j, 7s6k, 7s6l, and 7sbu', 'figures 2, 3, s3, and s4, table s1, s3, and s4, and pdb 7s6l', 'figure 2, 3, s3, and s4, table s1, s3, and s4, and pdb 7s6l'	2				
3427	6cxc	Y	'figures 2, 3, s3, s4, s5, table s1 and pdb 6cxc', 'figure 2, 3, s3, s4, s5, table s1 and pdb 6cxc'	2				
3428	6jhr	Y	'figures 2, 3, s3, s4, tables 1, s2 and pdb 6jhr', 'pdb 6jhr and table s2', 'figure 2, 3, s3, s4, table 1, s2 and pdb 6jhr'	2				
3429	6nb3	Y	'figures 2, 3, s3, s4, tables s4, s5 and pdb 6nb3', 'pdb 6nb3 and 6nb4', 'figure 2, 3, s3, s4, table s4, s5 and pdb 6nb3'	2				
3430	6nb4	Y	'figures 2, 3, s3, s4, tables s4, s5 and pdb 6nb4', 'pdb 6nb3 and 6nb4', 'figure 2, 3, s3, s4, tables s4, s5 and pdb 6nb4', 'figure 2, 3, s3, s4, table s4, s5 and pdb 6nb4'	2				
3431	3v4p	Y	'figures 2, 3, s3, s5, table 1 and pdb 3v4p', 'pdb 3v4p and 3v4v', 'figure 2, 3, s3, s5, table 1 and pdb 3v4p'	2				
3432	7whz	Y	'figures 2, 3, s4, s5, s6, s7, s8, s9, table s1 and pdb 7whz', 'figures 2, 3, s4, s5, s6, s7, s8, table s1 and pdb 7whz', 'figure 2, 3, s4, s5, s6, s7, s8, s9, table s1 and pdb 7whz', 'figure 2, 3, s4, s5, s6, s7, s8, table s1 and pdb 7whz'	3				
3433	7wi0	Y	'figures 2, 3, s4, s5, s6, s7, s8, s9, table s1 and pdb 7wi0', 'figures 2, 3, s4, s5, s6, s7, s8, table s1 and pdb 7wi0', 'figure 2, 3, s4, s5, s6, s7, s8, s9, table s1 and pdb 7wi0', 'figure 2, 3, s4, s5, s6, s7, s8, table s1 and pdb 7wi0'	3				
3434	5a2j	Y	'figures 2, 3, s4, s5, s6, tables s1, s2 and pdb 5a2j', 'figure 2, 3, s4, s5, s6, tables s1, s2 and pdb 5a2j'	1				
3435	7x7t	Y	'figures 2, 3, s4, s8, s9, table s2 and pdb 7x7t'	2				
3436	6crq	Y	'figures 2, 3, s4, table s2 and pdb 6crq', 'figure 2, 3, s4, table s2 and pdb 6crq'	2				
3437	5sy8	Y	'figures 2, 3, s5 figure, s2 table, and pdb 5sy8', 'pdb 5t6l, 5t80, 5t85, 5sy8, 5tfw, 5t29 and 5t5b', 'figure 2, 3, s5 figure, s2 table, and pdb 5sy8'	2				
3438	7a6c	Y	'figures 2, 3, s5, s8, s10, table s1 and pdb 7a6c', 'pdb 7a6e, 7a6f, 7a6c, 7a65, 7a69', 'figure 2, 3, s5, s8, s10, table s1 and pdb 7a6c'	2				
3439	7a6e	Y	'figures 2, 3, s5, s8, s10, table s1 and pdb 7a6e', 'pdb 7a6e, 7a6f, 7a6c, 7a65, 7a69', 'figure 2, 3, s5, s8, s10, table s1 and pdb 7a6e'	2				
3440	7x7v	Y	'figures 2, 3, s5, s8, s9, s10, table s2 and pdb 7x7v', 'figure 2, 3, s5, s8, s9, s10, table s2 and pdb 7x7v'	2				
3441	7a6f	Y	'figures 2, 3, s6, s10, table s1 and pdb 7a6f', 'pdb 7a6e, 7a6f, 7a6c, 7a65, 7a69', 'figure 2, 3, s6, s10, table s1 and pdb 7a6f'	2				
3442	7x7u	Y	'figures 2, 3, s6, s8, s9, s10, table s2 and pdb 7x7u', 'figure 2, 3, s6, s8, s9, s10, table s2 and pdb 7x7u'	2				
3443	7a69	Y	'figures 2, 3, s7, s10, table s1 and pdb 7a69', 'pdb 7a6e, 7a6f, 7a6c, 7a65, 7a69', 'figure 2, 3, s7, s10, table s1 and pdb 7a69'	2				
3444	8hr2	Y	'figures 2, 3, s8, table 1 and pdb 8hr2', 'figures 2, 4, table 1 and pdb 8hr2'	3				
3445	6e4y	Y	'figures 2, 3, supplemental table s1 and pdb 6e4y'	1				
3446	6e4z	Y	'figures 2, 3, supplemental table s1 and pdb 6e4z', 'figure 2, 3, supplemental table s1 and pdb 6e4z'	1				
3447	8gz5	Y	'figures 2, 3, supplementary figure 2, table 1 and pdb 8gz5', 'figure 2, 3, supplementary figure 2, table 1 and pdb 8gz5'	2				
3448	7oao	Y	'figures 2, 3, supplementary figure 3, table 2 and pdb 7oao', 'figure 2, 3, supplementary figure 3, table 2 and pdb 7oao'	2				
3449	2r6p	Y	'figures 2, 3, supplementary figure 4 and pdb 2r6p'	1				
3450	8es9	Y	'figures 2, 3, supplementary figure 4, table 1 and pdb 8es9', 'figure 2, 3, supplementary figure 4, table 1 and pdb 8es9'	1				
3451	5th9	Y	'figures 2, 3, supplementary figure 7, supplementary table 1 and pdb 5th9', 'figure 2, 3, supplementary figure 7, supplementary table 1 and pdb 5th9'	2				
3452	6s3t	Y	'figures 2, 3, supplementary figure s1, tables 1, 2 and pdb 6s3t', 'pdb 6s3t and table 2', 'figure 2, 3, supplementary figure s1, table 1, 2 and pdb 6s3t'	2				
3453	7d85	Y	'figures 2, 3, supplementary figure s4, s5, supplementary tables s4, s5, s7 and pdb 7d85', 'pdb 7d85 and supplementary table s7', 'figure 2, 3, supplementary figure s4, s5, supplementary tables s4, s5, s7 and pdb 7d85', 'figure 2, 3, supplementary figure s4, s5, supplementary table s4, s5, s7 and pdb 7d85'	2				
3454	3ns6	Y	'figures 2, 3, supplementary figure s6, supplementary tables 2, 3 andpdb 3ns6', 'figure 2, 3, supplementary figure s6, supplementary table 2, 3 andpdb 3ns6'	1				
3455	4dag	Y	'figures 2, 3, supplementary figures 1, 2, supplementary tables 1, 2, 3, 4, pdb 4dag', 'figure 2, 3, supplementary figure 1, 2, supplementary table 1, 2, 3, 4, pdb 4dag'	1				
3456	5ywp	Y	'figures 2, 3, supplementary figures 1, 3, 4, 6, 7, 11, supplementary tables 3, 4 and pdb 5ywp', 'supplementary table 4 and pdb 5ywp', 'figure 2, 3, supplementary figure 1, 3, 4, 6, 7, 11, supplementary table 3, 4 and pdb 5ywp'	2				
3457	5ywo	Y	'figures 2, 3, supplementary figures 1, 3, 4, 6, 7, supplementary tables 3, 4 and pdb 5ywo', 'supplementary table 4 and pdb 5ywo', 'figure 2, 3, supplementary figure 1, 3, 4, 6, 7, supplementary table 3, 4 and pdb 5ywo'	2				
3458	3tje	Y	'figures 2, 3, supplementary figures 1, 4, supplementary tables 1, 2 and pdb 3tje', 'supplementary table 2 and pdb 3tje, 3thm', 'figures 2, 3, supplementary figures 1, 4, supplementary table 1, 2 and pdb 3tje', 'figure 2, 3, supplementary figure 1, 4, supplementary table 1, 2 and pdb 3tje'	2				
3459	7jr7	Y	'figures 2, 3, supplementary figures 2, 3, 7, table 1 and pdb 7jr7', 'figure 2, 3, supplementary figure 2, 3, 7, table 1 and pdb 7jr7'	2				
3460	7mw2	Y	'figures 2, 3, supplementary figures 3, 4, 5, 6, 7, table 1 and pdb 7mw2', 'pdb 7mw2, 7mw3, 7mw4', 'figure 2, 3, supplementary figure 3, 4, 5, 6, 7, table 1 and pdb 7mw2'	2				
3461	7mw3	Y	'figures 2, 3, supplementary figures 3, 4, 5, 6, 7, table 1 and pdb 7mw3', 'pdb 7mw2, 7mw3, 7mw4', 'figure 2, 3, supplementary figure 3, 4, 5, 6, 7, table 1 and pdb 7mw3'	2				
3462	7mw4	Y	'figures 2, 3, supplementary figures 3, 4, 5, 6, 7, table 1 and pdb 7mw4', 'pdb 7mw2, 7mw3, 7mw4', 'figure 2, 3, supplementary figure 3, 4, 5, 6, 7, table 1 and pdb 7mw4'	2				
3463	7mw5	Y	'figures 2, 3, supplementary figures 3, 4, 5, 6, 7, table 1 and pdb 7mw5', 'pdb 7mw5 and 7mw6', 'figure 2, 3, supplementary figure 3, 4, 5, 6, 7, table 1 and pdb 7mw5'	2				
3464	7mw6	Y	'figures 2, 3, supplementary figures 3, 4, 5, 6, 7, table 1 and pdb 7mw6', 'pdb 7mw5 and 7mw6'	2				
3465	7cho	Y	'figures 2, 3, supplementary figures 3, 6, supplementary tables 2, 3, 4, 5 and pdb 7cho', 'figure 2, 3, supplementary figure 3, 6, supplementary table 2, 3, 4, 5 and pdb 7cho'	2				
3466	7chp	Y	'figures 2, 3, supplementary figures 3, 6, supplementary tables 2, 3, 4, 5 and pdb 7chp', 'figure 2, 3, supplementary figure 3, 6, supplementary table 2, 3, 4, 5 and pdb 7chp'	2				
3467	7chs	Y	'figures 2, 3, supplementary figures 3, 6, supplementary tables 2, 3, 4, 5 and pdb 7chs', 'figure 2, 3, supplementary figure 3, 6, supplementary table 2, 3, 4, 5 and pdb 7chs'	2				
3468	3j6u	Y	'figures 2, 3, supplementary figures 4, 5, table 1 and pdb 3j6u', 'figure 2, 3, supplementary figure 4, 5, table 1 and pdb 3j6u'	1				
3469	4jff	Y	'figures 2, 3, supplementary figures s1, s2, table 1, supplementary tables s1, s2, s3 and pdb 4jff', 'supplementary table s1 and pdb 4jff', 'figure 2, 3, supplementary figure s1, s2, table 1, supplementary table s1, s2, s3 and pdb 4jff'	2				
3470	6vi4	Y	'figures 2, 3, supplementary table 1 and pdb 6vi4', 'figure 2, 3, supplementary table 1 and pdb 6vi4'	2				
3471	5tpn	Y	'figures 2, 3, supplementary table 1, supplementary figure 4 and pdb 5tpn', 'figure 2, 3, supplementary table 1, supplementary figure 4 and pdb 5tpn'	2				
3472	6eqa	Y	'figures 2, 3, supplementary table s1 and pdb 6eqa', 'figures 2, 3, table 2, supplementary tables s1, s2 and pdb 6eqa', 'figure 2, 3, supplementary table s1 and pdb 6eqa', 'figure 2, 3, table 2, supplementary table s1, s2 and pdb 6eqa'	2				
3473	6eqb	Y	'figures 2, 3, supplementary table s1 and pdb 6eqb', 'figures 2, 3, table 2, supplementary tables s1, s2 and pdb 6eqb', 'figure 2, 3, supplementary table s1 and pdb 6eqb', 'figure 2, 3, table 2, supplementary table s1, s2 and pdb 6eqb'	2				
3474	6gh1	Y	'figures 2, 3, supplementary tables 1, 2 and pdb 6gh1', 'figure 2, 3, supplementary table 1, 2 and pdb 6gh1'	1				
3475	4gup	Y	'figures 2, 3, supplementary tables 1, 2, supplementary figures 3, 5, 6 and pdb 4gup'	1				
3476	4z0x	Y	'figures 2, 3, supplementary tables 2, 3 and pdb 4z0x', 'figure 2, 3, supplementary table 2, 3 and pdb 4z0x'	1				
3477	5n88	Y	'figures 2, 3, supplementary tables s1, s2 and pdb 5n88', 'supplementary table s2 and pdb 5n88', 'figures 2, 3, supplementary table s1, s2 and pdb 5n88', 'figure 2, 3, supplementary table s1, s2 and pdb 5n88'	2				
3478	6q0i	Y	'figures 2, 3, supporting figures 2, 3, supporting table 2 and pdb 6q0i', 'pdb 6q0h, 6q0i, 6q0l', 'figure 2, 3, supporting figure 2, 3, supporting table 2 and pdb 6q0i'	2				
3479	6q0l	Y	'figures 2, 3, supporting figures 2, 3, supporting table 2 and pdb 6q0l', 'pdb 6q0h, 6q0i, 6q0l', 'figure 2, 3, supporting figure 2, 3, supporting table 2 and pdb 6q0l'	2				
3480	4idj	Y	'figures 2, 3, table 1 and pdb 4idj'	2				
3481	4lkx	Y	'figures 2, 3, table 1 and pdb 4lkx', 'figure 2, 3, table 1 and pdb 4lkx'	1				
3482	5ksv	Y	'figures 2, 3, table 1 and pdb 5ksv', 'figure 2, 3, table 1 and pdb 5ksv'	1				
3483	5wtt	Y	'figures 2, 3, table 1 and pdb 5wtt'	1				
3484	6uz1	Y	'figures 2, 3, table 1 and pdb 6uz1', 'figures 2, table1 and pdb 6uz1', 'figure 2, 3, table 1 and pdb 6uz1', 'figure 2, table 1 and pdb 6uz1'	2				
3485	7doh	Y	'figures 2, 3, table 1 and pdb 7doh', 'figure 2, 3, table 1 and pdb 7doh'	1				
3486	7vyr	Y	'figures 2, 3, table 1 and pdb 7vyr', 'figure 2, 3, table 1 and pdb 7vyr'	2				
3487	3u0t	Y	'figures 2, 3, table 1, supplementary figure 6, and pdb 3u0t', 'figure 2, 3, table 1, supplementary figure 6, and pdb 3u0t'	1				
3488	2bse	Y	'figures 2, 3, table 1, supplementary table 1, supplementary figures 1, 2 and pdb 2bse', 'figure 2, 3, table 1, supplementary table 1, supplementary figure 1, 2 and pdb 2bse'	1				
3489	5brz	Y	'figures 2, 3, table 1, supplementary tables 1, 2, supplementary figure 2 and pdb 5brz', 'supplementary table 1 and pdb 5brz', 'figure 2, 3, table 1, supplementary table 1, 2, supplementary figure 2 and pdb 5brz'	2				
3490	5bs0	Y	'figures 2, 3, table 1, supplementary tables 1, 3, supplementary figure 2 and pdb 5bs0', 'supplementary table 1 and pdb 5bs0', 'figures 2, 3, table 1, supplementary table 1, 3, supplementary figure 2 and pdb 5bs0'	2				
3491	4hlz	Y	'figures 2, 3, table 2 and pdb 4hlz', 'table 1 and pdb 4hlz'	2				
3492	4kov	Y	'figures 2, 3, table 2 and pdb 4kov'	2				
3493	5ks9	Y	'figures 2, 3, table 2 and pdb 5ks9', 'figure 2, 3, table 2 and pdb 5ks9'	2				
3494	6ewc	Y	'figures 2, 3, table 2 and pdb 6ewc', 'figure 2, 3, table 2 and pdb 6ewc'	1				
3495	6ewo	Y	'figures 2, 3, table 2 and pdb 6ewo', 'figure 2, 3, table 2 and pdb 6ewo'	1				
3496	7oau	Y	'figures 2, 3, table 2 and pdb 7oau'	2				
3497	6l62	Y	'figures 2, 3, table 2, and pdb 6l62'	2				
3498	6m24	Y	'figures 2, 3, table 2, pdb 6m24', 'figure 2, 3, table 2, pdb 6m24'	1				
3499	3j1s	Y	'figures 2, 3, table 2, supplementary figures s1, s4, table s1 and pdb 3j1s'	1				
3500	5xqw	Y	'figures 2, 3, table 3 and pdb 5xqw', 'figure 2, 3, table 3 and pdb 5xqw'	1				
3501	4pou	Y	'figures 2, 3, table i and pdb 4pou', 'f1gures 2, 3, table 1 and pdb 4pou', 'figure 2, 3, table i and pdb 4pou'	2				
3502	4rbp	Y	'figures 2, 3, table i, supplementary table ii and pdb 4rbp', 'f1gures 2, 3, table 1, supplementary table 11 and pdb 4rbp', 'f1gure 2, 3, table 1, supplementary table 2 and pdb 4rbp'	1				
3503	2ih1	Y	'figures 2, 3, table s1 and pdb 2ih1', 'pdb 2ih3 and 2ih1', 'figure 2, 3, table s1 and pdb 2ih1'	2				
3504	2ih3	Y	'figures 2, 3, table s1 and pdb 2ih3', 'pdb 2ih3 and 2ih1', 'figure 2, 3, table s1 and pdb 2ih3'	2				
3505	4h8w	Y	'figures 2, 3, table s1 and pdb 4h8w', 'figure 2, 3, table s1 and pdb 4h8w'	2				
3506	4r4h	Y	'figures 2, 3, table s1 and pdb 4r4h'	2				
3507	6pze	Y	'figures 2, 3, table s1, pdb 6pze', 'figure 2, 3, table s1, pdb 6pze'	1				
3508	7kbk	Y	'figures 2, 3, tables 1 and s2, and pdb 7kbk', 'figure 2, 3, table 1 and s2, and pdb 7kbk'	2				
3509	5xku	Y	'figures 2, 3, tables 1, 2 and pdb 5xku', 'figure 2, 3, tables 1, 2 and pdb 5xku', 'figures 2, 3, table 1, 2 and pdb 5xku'	2				
3510	5c7x	Y	'figures 2, 3, tables 1, s1, s2 and pdb 5c7x', 'table 1 and pdb 5c7x'	2				
3511	1kbg	Y	'figures 2, 3, tables 2, 3 and pdb 1kbg', 'figure 2, 3, table 2, 3 and pdb 1kbg'	1				
3512	5do2	Y	'figures 2, 3, tables 2, 3, 4 and pdb 5do2', 'figures 2, 3, table 2, 3, 4 and pdb 5do2'	1				
3513	6c5k	Y	'figures 2, 3, tables 4, 6 and pdb 6c5k', 'figure 2, 3, tables 4, 6 and pdb 6c5k', 'figure 2, 3, table 4, 6 and pdb 6c5k'	1				
3514	1kcr	Y	'figures 2, 3, tables i, ii, iii and pdb 1kcr', 'f1gures 2, 3, table 1, 11, 111 and pdb 1kcr', 'f1gure 2, 3, table 1, 11, 3 and pdb 1kcr'	1				
3515	5nbw	Y	'figures 2, 3, tables s1, s2 and pdb 5nbw', 'figure 2, 3, table s1, s2 and pdb 5nbw'	1				
3516	5u3j	Y	'figures 2, 3, tables s16, s17, s18, s19 and pdb 5u3j', 'figure 2, 3, table s16, s17, s18, s19 and pdb 5u3j'	1				
3517	5u3m	Y	'figures 2, 3, tables s16, s17, s18, s19 and pdb 5u3m', 'figure 2, 3, table s16, s17, s18, s19 and pdb 5u3m'	1				
3518	5u3o	Y	'figures 2, 3, tables s16, s17, s18, s19 and pdb 5u3o', 'figure 2, 3, table s16, s17, s18, s19 and pdb 5u3o'	1				
3519	6fe4	Y	'figures 2, 3, tables s2, s3 and pdb 6fe4', 'table s3 and pdb 6fe4', 'figure 2, 3, table s2, s3 and pdb 6fe4'	2				
3520	6urm	Y	'figures 2, 3, tables s2, s3 and pdb 6urm', 'figures 2, 3, table s2, s3 and pdb 6urm'	2				
3521	4yjz	Y	'figures 2, 3, tables s3, s5, s6 and pdb 4yjz', 'figure 2, 3, tables s3, s5, s6 and pdb 4yjz', 'figure 2, 3, table s3, s5, s6 and pdb 4yjz'	1				
3522	4yk4	Y	'figures 2, 3, tables s3, s5, s6 and pdb 4yk4', 'figure 2, 3, table s3, s5, s6 and pdb 4yk4'	1				
3523	5u3n	Y	'figures 2, 3,tables s16, s17, s18, s19 and pdb 5u3n', 'figure 2, 3,table s16, s17, s18, s19 and pdb 5u3n'	1				
3524	1ob1	Y	'figures 2, 4, 5, 6, tables 1, 3 and 1ob1', 'figures 2, 4, 5, 6, tables 1, 3 and pdb 1ob1', 'figures 2, 4, 5, 6, table 1, 3 and 1ob1', 'figures 2, 4, 5, 6, table 1, 3 and pdb 1ob1'	2				
3525	3wbd	Y	'figures 2, 4, 5, 9, 10, tables 1, 2 and pdb 3wbd', 'figures 2, 4, 5, 9, 10, table 1, 2 and pdb 3wbd'	1				
3526	videos	N	'figures 2, 4, 5, and 6, supplementary figure 1, videos s1-s3', 'figure 2, 4, 5, and 6, supplementary figure 1, videos s1-s3'	1				
3527	7tdm	Y	'figures 2, 4, 5, s3, s4, s5, s8, table s1 and pdb 7tdm', 'figure 2, 4, 5, s3, s4, s5, s8, table s1 and pdb 7tdm'	2				
3528	1oaz	Y	'figures 2, 4, 5, s5, tables 1, s2 and pdb 1oaz', 'figure 2, 4, 5, s5, table 1, s2 and pdb 1oaz'	1				
3529	7d3m	Y	'figures 2, 4, 6, s1, s2, s3, s7, and s9 and tables s2 and s6 and pdb 7d3m', 'pdb 7d3m and table s6', 'figures 2, 4, 6, s1, s2, s3, s7, and s9 and table s2 and s6 and pdb 7d3m'	2				
3530	7fei	Y	'figures 2, 4, 6, s1, s3, table s1, and pdb 7fei', 'figure 2, 4, 6, s1, s3, table s1, and pdb 7fei'	2				
3531	6xw5	Y	'figures 2, 4, 7, table 2 and pdb 6xw5'	2				
3532	6xw7	Y	'figures 2, 4, 7, table 2 and pdb 6xw7'	2				
3533	7ljr	Y	'figures 2, 4, data s1, s2, s4 and pdb 7ljr', 'figure 2, 4, data s1, s2, s4 and pdb 7ljr'	2				
3534	7ld1	Y	'figures 2, 4, data s1, s2, s5 and pdb 7ld1', 'figure 2, 4, data s1, s2, s5 and pdb 7ld1'	2				
3535	7lcn	Y	'figures 2, 4, data s1, s2, s6 and pdb 7lcn', 'figure 2, 4, data s1, s2, s6 and pdb 7lcn'	2				
3536	4yue	Y	'figures 2, 4, s2, s4, table s1 and pdb 4yue', 'figure 2, 4, s2, s4, table s1 and pdb 4yue'	2				
3537	6njl	Y	'figures 2, 4, s2, s5, s6, s8, table s3 and pdb 6njl', 'figures 2, 4, s2, s5, s6, table s3 and pdb 6njl', 'pdb 6njl, 6njm and 6njn', 'figure 2, 4, s2, s5, s6, s8, table s3 and pdb 6njl', 'figure 2, 4, s2, s5, s6, table s3 and pdb 6njl'	4				
3538	6njn	Y	'figures 2, 4, s2, s5, s6, s8, table s3 and pdb 6njn', 'figures 2, 4, s2, s5, s6, table s3 and pdb 6njn', 'figures 2, 4, s5, s6, table s3 and pdb 6njn', 'pdb 6njl, 6njm and 6njn', 'pdb 6njm and 6njn', 'figure 2, 4, s2, s5, s6, s8, table s3 and pdb 6njn', 'figure 2, 4, s2, s5, s6, table s3 and pdb 6njn'	5				
3539	6njm	Y	'figures 2, 4, s2, s5, s6, table s3 and pdb 6njm', 'figures 2, 4, s5, s6, table s3 and pdb 6njm', 'pdb 6njl, 6njm and 6njn', 'pdb 6njm and 6njn', 'figure 2, 4, s2, s5, s6, table s3 and pdb 6njm', 'figure 2, 4, s5, s6, table s3 and pdb 6njm'	4				
3540	6nc2	Y	'figures 2, 4, s2, table s3 and pdb 6nc2', 'figure 2, 4, s2, table s3 and pdb 6nc2'	2				
3541	4mng	Y	'figures 2, 4, s3,tables s1, s2 and pdb 4mng', 'figure 2, 4, s3,table s1, s2 and pdb 4mng'	1				
3542	7e39	Y	'figures 2, 4, s4, s7, table 1 and pdb 7e39'	2				
3543	7e3b	Y	'figures 2, 4, s7, s8, table 1 and pdb 7e3b', 'figure 2, 4, s7, s8, table 1 and pdb 7e3b'	2				
3544	7e3c	Y	'figures 2, 4, s7, s8, table 1 and pdb 7e3c', 'figure 2, 4, s7, s8, table 1 and pdb 7e3c'	2				
3545	3b3k	Y	'figures 2, 4, s8 and pdb 3b3k'	1				
3546	6mv5	Y	'figures 2, 4, supplemental table s1 and pdb 6mv5'	1				
3547	6al1	Y	'figures 2, 4, supplementary figure 2, tables i, ii and pdb 6al1', 'f1gures 2, 4, supplementary f1gure 2, tables 1, 11 and pdb 6al1'	1				
3548	6icc	Y	'figures 2, 4, supplementary figure 2, tables i, ii and pdb 6icc', 'f1gures 2, 4, supplementary f1gure 2, table 1, 11 and pdb 61cc', 'f1gure 2, 4, supplementary f1gure 2, table 1, 11 and pdb 61cc'	1				
3549	6wex	Y	'figures 2, 4, supplementary figure 4, table 2 and pdb 6wex', 'figure 2, 4, supplementary figure 4, table 2 and pdb 6wex'	2				
3550	6wez	Y	'figures 2, 4, supplementary figure 4, table 2 andpdb 6wez', 'figure 2, 4, supplementary figure 4, table 2 andpdb 6wez'	2				
3551	7sjp	Y	'figures 2, 4, supplementary figures 7, 12, supplementary table 3 and pdb 7sjp', 'figure 2, 4, supplementary figure 7, 12, supplementary table 3 and pdb 7sjp'	1				
3552	5gir	Y	'figures 2, 4, supplementary table 1 and pdb 5gir', 'figure 2, 4, supplementary table 1 and pdb 5gir'	1				
3553	5a3i	Y	'figures 2, 4, supplementary table 2, supplementary figure 3 and pdb 5a3i'	2				
3554	supplementery	N	'figures 2, 4, supplementery figure s3'	1				
3555	1ncc	Y	'figures 2, 4, table 1 and pdb 1ncc', 'pdb 1ncb and 1ncc'	2				
3556	5kov	Y	'figures 2, 4, table 1 and pdb 5kov', 'figure 2, 4, table 1 and pdb 5kov'	1				
3557	5uk4	Y	'figures 2, 4, table 1 and pdb 5uk4', 'figure 2, 4, table 1 and pdb 5uk4'	1				
3558	5ukb	Y	'figures 2, 4, table 1 and pdb 5ukb'	1				
3559	5um8	Y	'figures 2, 4, table 1 and pdb 5um8', 'figure 2, 4, table 1 and pdb 5um8'	2				
3560	7rk1	Y	'figures 2, 4, table 2 and pdb 7rk1'	2				
3561	6mpg	Y	'figures 2, 4, table s4 and pdb 6mpg', 'figures 6, s4, table s4 and pdb 6mpg', 'pdb 6mph, 6osy, 6ot1, 6nf2, 6n1w, 6n1v, 6mpg', 'figure 2, 4, table s4 and pdb 6mpg', 'figure 6, s4, table s4 and pdb 6mpg'	3				
3562	3hmx	Y	'figures 2, 4, tables 1, 2 and pdb 3hmx', 'figures 2, 4, table 1, 2 and pdb 3hmx'	1				
3563	6a0z	Y	'figures 2, 4, tables 1, 2 and pdb 6a0z', 'table 2 and pdb 6a0z', 'figure 2, 4, table 1, 2 and pdb 6a0z'	2				
3564	4bh8	Y	'figures 2, 4, tables i, ii, supplemental figure 1and pdb 4bh8', 'f1gure 2, 4, table 1, 11, supplemental f1gure 1and pdb 4bh8'	1				
3565	1sq2	Y	'figures 2, 4, tables s1, s2, s3, s4 and pdb 1sq2', 'figures 2, 4, table s1, s2, s3, s4 and pdb 1sq2', 'figure 2, 4, table s1, s2, s3, s4 and pdb 1sq2'	1				
3566	1t6v	Y	'figures 2, 4, tables s1, s2, s3, s4 and pdb 1t6v'	1				
3567	4jn2	Y	'figures 2, 5 and pdb 4jn2'	1				
3568	1sm3	Y	'figures 2, 5, 6, 7, 8, 9, tables 1, 4, 6 and pdb 1sm3', 'materials and methods and pdb 1sm3', 'figure 2, 5, 6, 7, 8, 9, tables 1, 4, 6 and pdb 1sm3', 'figures 2, 5, 6, 7, 8, 9, table 1, 4, 6 and pdb 1sm3'	2				
3569	7kdm	Y	'figures 2, 5, 6, 8, s4, tables 1 and s2, and pdb 7kdm', 'figures 2, 5, 6, 8, s4, table 1 and s2, and pdb 7kdm', 'figure 2, 5, 6, 8, s4, table 1 and s2, and pdb 7kdm'	2				
3570	7kd2	Y	'figures 2, 5, 6, 8, tables 1 and s2, and pdb 7kd2', 'figure 2, 5, 6, 8, tables 1 and s2, and pdb 7kd2'	2				
3571	7d3r	Y	'figures 2, 5, 6, s1, s2, s3, s7, and s9 and tables s2 and s7 and pdb 7d3r', 'pdb 7d3r and table s7', 'figure 2, 5, 6, s1, s2, s3, s7, and s9 and table s2 and s7 and pdb 7d3r'	2				
3572	s2and	N	'figures 2, 5, 6, supplementary figures s1, s2and s6'	1				
3573	4bh7	Y	'figures 2, 5, 6, tables i, iv, v, supplemental figure 1and pdb 4bh7', 'f1gures 2, 5, 6, tables 1, 1v, v, supplemental f1gure 1and pdb 4bh7', 'figure 2, 5, 6, tables i, iv, v, supplemental figure 1and pdb 4bh7'	1				
3574	6w9g	Y	'figures 2, 5, 8, s6, s7, s8, s10, table s1 and pdb 6w9g', 'figure 2, 5, 8, s6, s7, s8, s10, table s1 and pdb 6w9g'	2				
